address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 종로구 종로1가 1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,99236336,1522-3232,스타벅스 광화문교보문고점,http://place.map.kakao.com/99236336,서울 종로구 종로 1,126.97791642688188,37.57097405292378
서울 종로구 신문로2가 89-27,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,914760655,,스타벅스 정동점,http://place.map.kakao.com/914760655,서울 종로구 새문안로 42,126.970059273095,37.5685477430101
서울 종로구 수송동 110,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,476551453,1522-3232,스타벅스 연합뉴스점,http://place.map.kakao.com/476551453,서울 종로구 율곡로2길 25,126.98050440160851,37.57418565488308
서울 종로구 평동 60,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,471287510,1522-3232,스타벅스 강북삼성병원1층점,http://place.map.kakao.com/471287510,서울 종로구 새문안로 29,126.96786560552465,37.56851022547468
서울 종로구 평동 73,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1296092080,1522-3232,스타벅스 강북삼성병원점,http://place.map.kakao.com/1296092080,서울 종로구 새문안로 29,126.966956766014,37.5682811217099
서울 중구 소공동 87-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,22894118,1522-3232,스타벅스 환구단점,http://place.map.kakao.com/22894118,서울 중구 소공로 112,126.97912831504493,37.564473589052284
서울 중구 명동2가 2-16,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26785711,1522-3232,스타벅스 명동중앙로점,http://place.map.kakao.com/26785711,서울 중구 명동길 60,126.985761219289,37.5637096294539
서울 중구 태평로1가 25,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,27557389,1522-3232,스타벅스 한국프레스센터점,http://place.map.kakao.com/27557389,서울 중구 세종대로 124,126.97788238985001,37.567409708254644
서울 중구 명동2가 85-6,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17884779,1522-3232,스타벅스 명동입구점,http://place.map.kakao.com/17884779,서울 중구 남대문로 68-1,126.982261612732,37.5632874892086
서울 중구 저동2가 24-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26572254,1522-3232,스타벅스 중구저동점,http://place.map.kakao.com/26572254,서울 중구 수표로 34,126.9901708289,37.5645570154504
서울 중구 서소문동 136,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26410045,1522-3232,스타벅스 서소문로점,http://place.map.kakao.com/26410045,서울 중구 서소문로 120,126.9744745874965,37.56294278280919
서울 중구 무교동 45,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,8403570,1522-3232,스타벅스 무교동점,http://place.map.kakao.com/8403570,서울 중구 무교로 21,126.978896422532,37.5679865311548
서울 중구 태평로2가 69-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,8438581,1522-3232,스타벅스 태평로점,http://place.map.kakao.com/8438581,서울 중구 세종대로 72,126.976711254608,37.5625008559003
서울 중구 을지로2가 198,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,27090421,1522-3232,스타벅스 을지로한국빌딩점,http://place.map.kakao.com/27090421,서울 중구 을지로 50,126.983451795824,37.5656626881538
서울 중구 을지로2가 205,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,205260182,1522-3232,스타벅스 을지로2가점,http://place.map.kakao.com/205260182,서울 중구 삼일대로 358,126.988001872047,37.5663732231061
서울 중구 필동2가 19-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7961652,1522-3232,스타벅스 대한극장점,http://place.map.kakao.com/7961652,서울 중구 퇴계로 212,126.9953357752192,37.561073178942735
서울 중구 남대문로4가 17-19,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,724341363,1522-3232,스타벅스 숭례문북창점,http://place.map.kakao.com/724341363,서울 중구 세종대로12길 12,126.97670696736371,37.56172960195989
서울 중구 수표동 100,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,2056391005,1522-3232,스타벅스 청계크리스탈스퀘어점,http://place.map.kakao.com/2056391005,서울 중구 청계천로 106,126.9894142929761,37.56770773307714
서울 중구 소공동 70,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,27389694,1522-3232,스타벅스 소공로점,http://place.map.kakao.com/27389694,서울 중구 남대문로7길 19,126.980790051363,37.5638855205458
서울 중구 을지로1가 50,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1146325598,1522-3232,스타벅스 시청점,http://place.map.kakao.com/1146325598,서울 중구 을지로 19,126.97981258973314,37.566351383923966
서울 중구 회현동1가 206,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,27233253,1522-3232,스타벅스 회현역점,http://place.map.kakao.com/27233253,서울 중구 퇴계로 72,126.98071426186301,37.559319256962745
서울 중구 무교동 32-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,321010429,1522-3232,스타벅스 무교로점,http://place.map.kakao.com/321010429,서울 중구 무교로 15,126.978923787718,37.5672801553634
서울 중구 을지로2가 199-33,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,24765610,1522-3232,스타벅스 명동메트로점,http://place.map.kakao.com/24765610,서울 중구 명동9가길 14,126.983700935265,37.5650932932662
서울 중구 을지로2가 204,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17884783,1522-3232,스타벅스 을지로삼화타워점,http://place.map.kakao.com/17884783,서울 중구 을지로5길 16,126.98468756013723,37.56692064528361
서울 중구 남대문로5가 120,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,12108441,1522-3232,스타벅스 남산단암점,http://place.map.kakao.com/12108441,서울 중구 소월로 10,126.975367977524,37.5584028495816
서울 중구 다동 111,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,261003114,1522-3232,스타벅스 을지로국제빌딩점,http://place.map.kakao.com/261003114,서울 중구 남대문로 109,126.98234221842628,37.5670482592095
서울 중구 태평로1가 62-12,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,660525167,1522-3232,스타벅스 세종대로점,http://place.map.kakao.com/660525167,서울 중구 세종대로 135-5,126.97643316578,37.5685951382056
서울 중구 충정로1가 68,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,10537603,,스타벅스 문화일보점,http://place.map.kakao.com/10537603,서울 중구 새문안로 22,126.96861433364,37.5672670528218
서울 용산구 동자동 45,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,23773454,1522-3232,스타벅스 서울역동자동점,http://place.map.kakao.com/23773454,서울 용산구 한강대로 372,126.97281937843152,37.55171508560799
서울 중구 봉래동2가 122-11,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,67078466,1522-3232,스타벅스 서울역사점,http://place.map.kakao.com/67078466,서울 중구 한강대로 405,126.97170262546341,37.55414661686299
서울 용산구 동빙고동 10-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7977694,1522-3232,스타벅스 동빙고점,http://place.map.kakao.com/7977694,서울 용산구 장문로 12,126.991809144209,37.5289857011391
서울 용산구 이태원동 127-6,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,105554166,1522-3232,스타벅스 이태원역점,http://place.map.kakao.com/105554166,서울 용산구 이태원로 188,126.99482944044337,37.534268442542476
서울 용산구 한남동 657-104,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,19700493,1522-3232,스타벅스 순천향입구점,http://place.map.kakao.com/19700493,서울 용산구 대사관로 67,127.005702258097,37.5334043581552
서울 용산구 갈월동 90-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1706991930,1522-3232,스타벅스 남영동,http://place.map.kakao.com/1706991930,서울 용산구 한강대로 275,126.972290762187,37.5428761638741
서울 용산구 갈월동 69-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,13018524,1522-3232,스타벅스 숙대입구역점,http://place.map.kakao.com/13018524,서울 용산구 한강대로 291,126.971946258475,37.5442492056723
서울 용산구 청파동3가 111-35,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7961824,1522-3232,스타벅스 숙대점,http://place.map.kakao.com/7961824,서울 용산구 청파로47길 57,126.967234220432,37.5447165118322
서울 용산구 용산동2가 산 1-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,27473971,1522-3232,스타벅스 서울타워점,http://place.map.kakao.com/27473971,서울 용산구 남산공원길 105,126.98829848689,37.5515320285774
서울 용산구 이태원동 658,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,806601189,1522-3232,스타벅스 경리단길점,http://place.map.kakao.com/806601189,서울 용산구 회나무로 3,126.98742474868594,37.538568361831715
서울 용산구 서계동 219-17,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,432587195,1522-3232,스타벅스 서울역서부점,http://place.map.kakao.com/432587195,서울 용산구 만리재로 202,126.96846445791682,37.55493957542293
서울 용산구 효창동 287,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1353843503,1522-3232,스타벅스 효창공원앞역점,http://place.map.kakao.com/1353843503,서울 용산구 백범로 313,126.96339647660712,37.538970610627175
서울 용산구 원효로1가 133-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1388743752,1522-3232,스타벅스 용산리첸시아점,http://place.map.kakao.com/1388743752,서울 용산구 백범로 341,126.96727323642139,37.53829780050673
서울 용산구 청파동3가 115,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,629289362,1522-3232,스타벅스 숙명여대정문점,http://place.map.kakao.com/629289362,서울 용산구 청파로47길 99,126.964939368829,37.5447699127161
서울 용산구 동자동 56,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,93769716,1522-3232,스타벅스 포포인츠서울역점,http://place.map.kakao.com/93769716,서울 용산구 한강대로 366,126.972912403552,37.5510862102149
서울 중구 남대문로5가 526,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,275033847,1522-3232,스타벅스 대우재단빌딩점,http://place.map.kakao.com/275033847,서울 중구 퇴계로 18,126.97527239418547,37.55653326017453
서울 중구 회현동2가 88,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,589092573,1522-3232,스타벅스 별다방점,http://place.map.kakao.com/589092573,서울 중구 퇴계로 100,126.982729816384,37.5600439705648
서울 중구 남대문로5가 84-11,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,2129835684,,스타벅스 연세세브란스점,http://place.map.kakao.com/2129835684,서울 중구 통일로 10,126.973539447106,37.5572059295871
서울 중구 충무로1가 25-52,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,19700434,1522-3232,스타벅스 명동역점,http://place.map.kakao.com/19700434,서울 중구 퇴계로 101,126.98310425846024,37.56086212989949
서울 중구 충무로2가 7-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26395444,,스타벅스 명동길점,http://place.map.kakao.com/26395444,서울 중구 명동10길 41,126.985906399301,37.5621058731093
서울 성동구 옥수동 262-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,616571926,,스타벅스 옥수점,http://place.map.kakao.com/616571926,서울 성동구 독서당로 202,127.013352235341,37.5429975919575
서울 중구 충무로5가 90,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1649896571,,스타벅스 동국대점,http://place.map.kakao.com/1649896571,서울 중구 서애로1길 11,126.99857163723824,37.56147060200148
서울 광진구 군자동 236,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,630372352,1522-3232,스타벅스 어린이대공원역,http://place.map.kakao.com/630372352,서울 광진구 능동로 243,127.076380487066,37.5519178583054
서울 광진구 화양동 5-45,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1317526944,1522-3232,스타벅스 건국대점,http://place.map.kakao.com/1317526944,서울 광진구 능동로 117,127.071093658871,37.5415948126772
서울 광진구 자양동 855,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,812612626,1522-3232,스타벅스 뚝섬유원지역점,http://place.map.kakao.com/812612626,서울 광진구 능동로 18,127.0678788432194,37.532684910590675
서울 광진구 자양동 227-342,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17884752,1522-3232,스타벅스 건국클래식점,http://place.map.kakao.com/17884752,서울 광진구 능동로 90,127.0710453202779,37.53835124237276
서울 광진구 화양동 5-47,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,11435932,1522-3232,스타벅스 건대입구점,http://place.map.kakao.com/11435932,서울 광진구 능동로 107,127.07070575899195,37.540621965939025
서울 광진구 화양동 111-85,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,871397238,,스타벅스 건대후문점,http://place.map.kakao.com/871397238,,127.073805710657,37.5459720050484
서울 광진구 중곡동 649-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,51471169,1522-3232,스타벅스 군자사거리점,http://place.map.kakao.com/51471169,서울 광진구 천호대로 549,127.07922032699476,37.557693183234925
서울 광진구 자양동 227-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,233419776,1522-3232,스타벅스 자양이마트,http://place.map.kakao.com/233419776,서울 광진구 아차산로 272,127.073388570764,37.5383164723872
서울 성동구 성수동2가 281-18,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,207804518,1522-3232,스타벅스 성수낙낙,http://place.map.kakao.com/207804518,서울 성동구 광나루로8길 31,127.066325846874,37.5471891877582
서울 성동구 성수동2가 317-20,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1748005319,1522-3232,스타벅스 성수역점,http://place.map.kakao.com/1748005319,서울 성동구 성수이로 94,127.056944035907,37.5431936487842
서울 강남구 청담동 132-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1062647229,1522-3232,스타벅스 청담영동대로점,http://place.map.kakao.com/1062647229,서울 강남구 영동대로 720,127.056457403591,37.5220924385651
서울 강남구 삼성동 91-34,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17884741,,스타벅스 코엑스사거리점,http://place.map.kakao.com/17884741,서울 강남구 영동대로 616,127.0602165265151,37.5151132134315
서울 강남구 삼성동 108-6,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1759724595,1522-3232,스타벅스 봉은사역점,http://place.map.kakao.com/1759724595,서울 강남구 봉은사로 619,127.063116657513,37.5150288069818
서울 강남구 삼성동 168-22,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1705256411,1522-3232,스타벅스 삼성동점,http://place.map.kakao.com/1705256411,서울 강남구 영동대로96길 12,127.063583565949,37.5107397774703
서울 강남구 대치동 996-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,48890693,1522-3232,스타벅스 삼성역점,http://place.map.kakao.com/48890693,서울 강남구 테헤란로 620,127.0655774019,37.5091961677633
서울 성동구 도선동 58-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26785715,1522-3232,스타벅스 왕십리역,http://place.map.kakao.com/26785715,서울 성동구 왕십리로 326,127.0338149211964,37.56263706380071
서울 성동구 행당동 168-151,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7962122,1522-3232,스타벅스 엔터식스,http://place.map.kakao.com/7962122,서울 성동구 왕십리광장로 17,127.03808593098857,37.56153114148344
서울 성동구 행당동 267-23,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,2129946945,1522-3232,스타벅스 왕십리역9번출구점,http://place.map.kakao.com/2129946945,서울 성동구 고산자로 234,127.035267218622,37.5605409206813
서울 성동구 행당동 31-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7962110,1522-3232,스타벅스 한양대점,http://place.map.kakao.com/7962110,서울 성동구 왕십리로 225,127.042137691677,37.5572013754304
서울 성동구 금호동1가 122,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,719679688,1522-3232,스타벅스 신금호역점,http://place.map.kakao.com/719679688,서울 성동구 금호로 158-1,127.020144728561,37.5549672962231
서울 성동구 성수동1가 14-33,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,245683601,1522-3232,스타벅스 뚝섬역,http://place.map.kakao.com/245683601,서울 성동구 아차산로 42,127.04904909957543,37.54645790805712
서울 중구 신당동 374-27,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26459305,,스타벅스 약수역점,http://place.map.kakao.com/26459305,서울 중구 다산로 129,127.01072883216,37.5554316400573
서울 중구 장충동1가 62-35,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,686468757,1522-3232,스타벅스 동대입구역점,http://place.map.kakao.com/686468757,서울 중구 장충단로 166,127.006143390094,37.5595909713475
서울 성동구 성수동1가 656-335,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,705457660,1522-3232,스타벅스 서울숲역,http://place.map.kakao.com/705457660,서울 성동구 왕십리로 50,127.04471805162031,37.54195913619448
서울 성동구 성수동2가 315-71,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,771811963,1522-3232,스타벅스 성수점,http://place.map.kakao.com/771811963,서울 성동구 아차산로 104,127.055455842674,37.5444413401037
서울 중랑구 면목동 617-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26303961,1522-3232,스타벅스 사가정역점,http://place.map.kakao.com/26303961,서울 중랑구 면목로 310,127.08797554327867,37.57971361735439
서울 중랑구 상봉동 501,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,27598483,1522-3232,스타벅스 상봉점,http://place.map.kakao.com/27598483,서울 중랑구 상봉로 131,127.0921036364519,37.59754110563667
서울 중랑구 상봉동 130-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26925099,,스타벅스 중랑역점,http://place.map.kakao.com/26925099,서울 중랑구 망우로30길 3,127.074600852668,37.5932719555205
서울 중랑구 망우동 618,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1179180669,1522-3232,스타벅스 양원역점,http://place.map.kakao.com/1179180669,서울 중랑구 양원역로10길 3,127.10635956329574,37.60665344673527
서울 광진구 중곡동 30-80,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,803455764,1522-3232,스타벅스 중곡역,http://place.map.kakao.com/803455764,서울 광진구 능동로 400,127.084457404725,37.5650579024674
서울 동대문구 장안동 433-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17884754,1522-3232,스타벅스 장한평역점,http://place.map.kakao.com/17884754,서울 동대문구 장한로 10,127.065415653019,37.5622904152963
서울 동대문구 답십리동 497-67,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1387251423,1522-3232,스타벅스 답십리역점,http://place.map.kakao.com/1387251423,서울 동대문구 천호대로 263,127.051104396527,37.5684638941316
서울 광진구 군자동 478-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,24350794,1522-3232,스타벅스 군자역점,http://place.map.kakao.com/24350794,서울 광진구 천호대로 548,127.078883513241,37.5570491957957
서울 종로구 동숭동 30,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17127114,1522-3232,스타벅스 동숭로아트점,http://place.map.kakao.com/17127114,서울 종로구 동숭길 110,127.00390365241,37.5829484668296
서울 종로구 동숭동 1-31,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1033782082,1522-3232,스타벅스 혜화역점,http://place.map.kakao.com/1033782082,서울 종로구 대학로12길 4,127.002196357852,37.582516034077
서울 종로구 혜화동 90-18,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,91432713,1522-3232,스타벅스 동숭길입구점,http://place.map.kakao.com/91432713,서울 종로구 대학로 146,127.00187939935758,37.58417116438237
서울 종로구 동숭동 1-115,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,12108451,1522-3232,스타벅스 마로니에공원점,http://place.map.kakao.com/12108451,서울 종로구 대학로 116,127.00233671288821,37.58153304738773
서울 동대문구 신설동 76-10,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26900379,1522-3232,스타벅스 신설동역점,http://place.map.kakao.com/26900379,서울 동대문구 왕산로 19,127.025566307699,37.5766243895454
서울 종로구 명륜3가 154-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7961756,1522-3232,스타벅스 성대입구점,http://place.map.kakao.com/7961756,서울 종로구 창경궁로 235,126.99840932939792,37.58295662959956
서울 종로구 숭인동 310,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1442885240,1522-3232,스타벅스 동묘앞역점,http://place.map.kakao.com/1442885240,서울 종로구 종로 344,127.01592714965132,37.57263197407505
서울 동대문구 제기동 1019,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,609996995,1522-3232,스타벅스 경동1960점,http://place.map.kakao.com/609996995,서울 동대문구 고산자로36길 3,127.0386612781175,37.57978511855371
서울 종로구 연건동 128-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,20046345,1522-3232,스타벅스 대학로점,http://place.map.kakao.com/20046345,서울 종로구 대학로 57,127.001181864608,37.5766379640419
서울 중구 황학동 2545,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7962281,,스타벅스 황학캐슬점,http://place.map.kakao.com/7962281,서울 중구 청계천로 400,127.02279679999133,37.57125863184524
서울 종로구 연건동 275-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,206798750,1522-3232,스타벅스 서울대치과병원점,http://place.map.kakao.com/206798750,서울 종로구 대학로 101,126.999592454366,37.5777597071796
서울 중구 을지로6가 18-12,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1928551036,1522-3232,스타벅스 동대문두타점,http://place.map.kakao.com/1928551036,서울 중구 장충단로 275,127.008774774696,37.5688854829136
서울 성동구 하왕십리동 1070,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,646280960,1522-3232,스타벅스 황학사거리점,http://place.map.kakao.com/646280960,서울 성동구 왕십리로 410,127.02382119821665,37.56758777397315
서울 종로구 인의동 48-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,7962128,1522-3232,스타벅스 주얼리시티점,http://place.map.kakao.com/7962128,서울 종로구 종로 183,126.998134500867,37.5715779684766
서울 중구 흥인동 86,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,165582609,,스타벅스 신당역사거리점,http://place.map.kakao.com/165582609,서울 중구 다산로 258,127.01643051948,37.5658068639605
서울 종로구 인의동 28-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,472529831,1522-3232,스타벅스 종로플레이스점,http://place.map.kakao.com/472529831,서울 종로구 창경궁로 120,126.998247665782,37.5729799185395
서울 중구 을지로7가 143,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,660709111,1522-3232,스타벅스 동대문디자인플라자점,http://place.map.kakao.com/660709111,서울 중구 을지로 281,127.00967559784698,37.567350115843446
서울 중구 흥인동 132,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,22105142,1522-3232,스타벅스 신당역점,http://place.map.kakao.com/22105142,서울 중구 퇴계로 385,127.01431832258471,37.565338621053
서울 중구 을지로6가 18-131,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,288159067,1522-3232,스타벅스 국립중앙의료원점,http://place.map.kakao.com/288159067,서울 중구 을지로 251,127.00634316800016,37.56645295001367
서울 중구 광희동1가 185-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,321907882,1522-3232,스타벅스 동대문공원점,http://place.map.kakao.com/321907882,서울 중구 장충단로 229,127.007230456427,37.5651987124977
서울 성동구 하왕십리동 1070-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,324012796,1522-3232,스타벅스 상왕십리역점,http://place.map.kakao.com/324012796,서울 성동구 왕십리로 382,127.02792572453,37.5650766997171
서울 종로구 계동 101-14,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,26410050,,스타벅스 북촌로점,http://place.map.kakao.com/26410050,서울 종로구 북촌로4길 23,126.986464650391,37.5794518998118
서울 동대문구 전농동 588-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1609221649,1522-3232,스타벅스 청량리역사점,http://place.map.kakao.com/1609221649,서울 동대문구 왕산로 214,127.047808173856,37.5807944854701
서울 종로구 종로3가 9-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17351323,1522-3232,스타벅스 종로3가점,http://place.map.kakao.com/17351323,서울 종로구 종로 113-1,126.990215316036,37.5705792749895
서울 중구 을지로4가 323,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,2059657767,1522-3232,스타벅스 을지로4가역점,http://place.map.kakao.com/2059657767,서울 중구 을지로 170,126.997328727022,37.5661395435934
서울 종로구 인사동 39,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,8430510,1522-3232,스타벅스 인사점,http://place.map.kakao.com/8430510,서울 종로구 인사동길 14,126.98688705882,37.5722187634845
서울 성북구 동선동1가 92-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,17884760,1522-3232,스타벅스 성신여대점,http://place.map.kakao.com/17884760,서울 성북구 동소문로24길 12,127.018456564409,37.5931679490386
